event_index,event_title,event_date,related_companies,related_concepts,status,matched_by,matched_value,stock_code,stock_name,trade_date_used,turnover_rate,float_mv,reason
937,维琪科技北交所IPO上会,2026-04-24 21:25:34,维琪科技,北交所|IPO|医药生物,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
938,*ST金灵退市风险警示变更,2026-04-24 21:22:14,*ST金灵(300091.SZ),ST板块|退市风险|破产重整,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
939,长川科技2025年净利润暴增190%,2026-04-24 21:22:00,长川科技(300604.SZ),半导体设备|芯片测试|集成电路,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
940,生益科技2025年净利润增91.75%,2026-04-24 21:20:05,生益科技(600183.SH),覆铜板|PCB|电子元器件,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
941,生益科技52亿投建覆铜板项目,2026-04-24 21:19:08,生益科技(600183.SH),覆铜板|5G通信|AI服务器,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
942,金风科技一季度净利润增60%,2026-04-24 21:15:35,金风科技(002202.SZ),风电|新能源|高端装备,ok,concept,"风电,高端装备",002771,真视通,2026-04-17,44.1472,32.3201,
943,伊朗高官称内部团结抗美以,2026-04-24 21:14:15,,军工|石油|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
944,棕榈股份被ST,2026-04-24 21:14:12,棕榈股份(002431.SZ),ST板块|园林工程|PPP,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
945,国晟科技2025年巨亏5.73亿,2026-04-24 21:14:02,国晟科技(603778.SH),光伏|新能源|ST板块,ok,concept,光伏,920249,利尔达,2026-04-17,34.5014,14.2373,
946,德总理谈乌入盟与伊制裁,2026-04-24 21:13:26,,地缘政治|欧盟|制裁,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
947,川润股份定增募资9.5亿,2026-04-24 21:10:14,川润股份,液冷|储能|定增,ok,company,川润股份,002272,川润股份,2026-04-17,26.8817,82.6878,
948,特朗普回应伊朗世界杯参赛问题,2026-04-24 21:09:18,,体育产业|国际关系|旅游,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
949,德国总理反对欧盟联合借贷,2026-04-24 21:09:11,,欧盟|财政政策|债务,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
950,全国汛期地灾防治会议,2026-04-24 21:05:50,,地质灾害防治|水利水电|能源矿山,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
951,英伟达GPU供应紧张,2026-04-24 21:05:43,英伟达|微软,GPU|AI算力|半导体,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
952,英伟达GPU涨价且供应紧张,2026-04-24 21:05:00,英伟达,AI芯片|算力|GPU,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
953,4只商业REITs获准注册,2026-04-24 21:04:42,中信建投|上海地产|唯品会,REITs|商业地产|资产证券化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
954,软通动力2025年净利润增14%,2026-04-24 21:04:19,软通动力(301236.SZ),数字经济|IT服务|软件外包,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
955,中熔电气2025年净利润大增116.69%,2026-04-24 21:04:02,中熔电气(301031.SZ),新能源汽车|熔断器|电力设备,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
956,下周254.99亿元限售股解禁,2026-04-24 21:03:52,隆扬电子|好上好|正邦科技,限售股解禁|减持风险|解禁压力,ok,company,"隆扬电子,好上好,正邦科技",001298,好上好,2026-04-17,10.7735,52.4608,
957,俄乌交换193名战俘,2026-04-24 21:03:42,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
958,软通动力一季度净亏损3.50亿元,2026-04-24 21:03:23,软通动力(301236.SZ),人工智能|数字化转型|IT服务,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
959,商品期货夜盘开盘波动,2026-04-24 21:00:09,,商品期货|烧碱|氧化铝,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
960,福田汽车2025年净利润增1593%,2026-04-24 20:59:56,福田汽车(600166.SH),新能源汽车|商用车|海外业务,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
961,金砖国家经贸活动论坛举行,2026-04-24 20:57:58,通用技术集团,一带一路|外贸|多边合作,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
962,西藏珠峰出售阿根廷托萨股权,2026-04-24 20:55:01,西藏珠峰(600338.SH),盐湖提锂|锂矿|有色金属,ok,concept,"盐湖提锂,锂矿",002213,大为股份,2026-04-17,26.5228,77.934,
963,宁波银行一季报净利增10%,2026-04-24 20:54:24,宁波银行,银行|业绩增长|资产质量,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
964,马来西亚深化与微软AI合作,2026-04-24 20:53:59,微软,人工智能|云计算|数字经济,ok,concept,"人工智能,云计算",002771,真视通,2026-04-17,44.1472,32.3201,
965,胜科纳米定增12亿,2026-04-24 20:53:17,胜科纳米(688757.SH),半导体检测|AI大模型|芯片测试,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
966,海关总署强调出口管制与安全监管,2026-04-24 20:53:11,,出口管制|跨境贸易|中非合作,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
967,普京或赴美出席G20峰会,2026-04-24 20:52:16,,地缘政治|外交关系|国际峰会,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
968,中印金砖中东事务磋商,2026-04-24 20:49:06,,金砖国家|一带一路|中东和平,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
969,白宫延长航运豁免，特斯拉生产Cybercab,2026-04-24 20:47:28,,航运|石油|化肥,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
970,瑞泰新材终止部分产线建设,2026-04-24 20:47:27,瑞泰新材(301238.SZ),锂电池|超级电容器|电解质,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
971,美国对伊朗军事花费巨大,2026-04-24 20:46:49,,军工|石油|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
972,东北证券一季度净利增102.84%,2026-04-24 20:45:55,东北证券(000686.SZ),券商|财富管理|投资业务,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
973,俄出席G20峰会,2026-04-24 20:42:45,,地缘政治|国际关系,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
974,瑞士驻伊朗使馆逐步恢复,2026-04-24 20:41:35,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
975,伊朗外长访问三国,2026-04-24 20:40:38,,石油|一带一路|地缘政治,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
976,三安光电2025年由盈转亏,2026-04-24 20:39:39,三安光电(600703.SH),LED芯片|化合物半导体|第三代半导体,ok,concept,第三代半导体,002902,铭普光磁,2026-04-17,29.9372,53.9647,
977,做空机构做空Zoom,2026-04-24 20:37:43,Zoom,视频会议|云计算|SaaS,ok,concept,云计算,000815,美利云,2026-04-17,25.645,150.1768,
978,三安光电一季度净利润降68%,2026-04-24 20:37:33,三安光电(600703.SH),LED|碳化硅|贵金属回收,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
979,奥本海默上调亚马逊目标价,2026-04-24 20:36:21,亚马逊,电商|云计算|科技巨头,ok,concept,云计算,000815,美利云,2026-04-17,25.645,150.1768,
980,外汇局局长会见黑石CEO,2026-04-24 20:36:02,,外资流入|金融开放|中美关系,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
981,豆神教育澄清一季报不实信息,2026-04-24 20:33:31,豆神教育(300010.SZ),教育信息化|AI教育|在线教育,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
982,美防长称伊朗仍有机会达成协议,2026-04-24 20:30:44,,石油石化|航运|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
983,加拿大零售数据不及预期,2026-04-24 20:30:41,,外贸|消费|宏观经济,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
984,美军双航母封锁伊朗,2026-04-24 20:29:42,中国船舶|中航沈飞|中远海控,军工|石油|航运,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
985,美防长称对伊朗封锁扩大,2026-04-24 20:28:04,中国石油|中远海控|招商轮船,石油|航运|地缘政治,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
986,深交所举办ETF定投策略交流会,2026-04-24 20:25:49,,ETF|定投|券商,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
987,广州国际商事法庭首案调解成功,2026-04-24 20:25:05,,一带一路|国际商事调解|司法服务,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
988,粮食局部署乡村振兴帮扶,2026-04-24 20:24:20,,乡村振兴|粮食安全|农业种植,ok,concept,乡村振兴,600103,青山纸业,2026-04-17,23.0983,95.1301,
989,新闻联播24条要闻,2026-04-24 20:24:01,,航天|卫星互联网|食品安全,ok,concept,食品安全,002980,华盛昌,2026-04-17,19.0797,74.1363,
990,天海电子拟深市IPO,2026-04-24 20:23:40,天海电子,新股申购|IPO|电子制造,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
991,深交所监管157起异常交易,2026-04-24 20:23:37,,证券监管|异常交易|交易所,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
992,印度股市遭外资净卖出,2026-04-24 20:21:40,,外资流向|新兴市场|印度股市,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
993,美年健康拟注入安翰科技,2026-04-24 20:20:30,棒杰股份|美年健康|安翰科技,磁控胶囊胃镜|医疗设备|重整概念,ok,company,"棒杰股份,美年健康,安翰科技",002634,棒杰股份,2026-04-17,20.6637,25.8978,
994,柳工年度净利润增长21%,2026-04-24 20:19:23,柳工(000528.SZ),工程机械|国企改革|一带一路,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
995,德龙汇能一季度净利润增338%,2026-04-24 20:18:16,德龙汇能(000593.SZ),天然气|城市燃气|公用事业,ok,concept,天然气,300164,通源石油,2026-04-17,12.8515,79.1417,
996,志特新材年度净利润大增122%,2026-04-24 20:17:54,志特新材(300986.SZ),建筑建材|装配式建筑|新材料,ok,concept,"装配式建筑,新材料",002361,神剑股份,2026-04-17,42.8122,151.7105,
997,美后勤安全小组抵巴,2026-04-24 20:16:33,,军工|地缘政治|外交,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
998,控股股东一致行动人减持,2026-04-24 20:15:15,国城矿业(000688.SZ),有色金属|矿业|大宗减持,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
999,中格一带一路合作交流,2026-04-24 20:13:50,,一带一路|中欧班列|人工智能,ok,concept,"一带一路,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
1000,Extransfer提交港股IPO申请,2026-04-24 20:13:28,中金公司|瑞银集团,跨境支付|金融科技|港股IPO,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1001,美国代表团或访巴基斯坦,2026-04-24 20:12:07,,一带一路|中巴经济走廊|外交概念,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
1002,宁波银行Q1净利润增10.3%,2026-04-24 20:11:53,宁波银行(002142.SZ),银行|财富管理|资产管理,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1003,伊美谈判希望重燃,2026-04-24 20:07:34,,外汇|石油|地缘政治,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1004,阿斯麦盘前涨超4%,2026-04-24 20:06:41,阿斯麦,光刻机|半导体设备|芯片制造,ok,concept,光刻机,300456,赛微电子,2026-04-17,17.2285,333.9739,
1005,东华能源2025年预亏9.44-9.84亿,2026-04-24 20:04:52,东华能源(002221.SZ),液化石油气|化工|业绩预亏,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1006,濮耐股份涉走私被起诉,2026-04-24 20:04:43,濮耐股份(002225.SZ)|营口万华物流发展有限公司,石墨|走私|出口管制,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1007,Meta与亚马逊签署AI芯片协议,2026-04-24 20:02:54,Meta Platforms|亚马逊,AI芯片|云计算|半导体,ok,concept,云计算,000815,美利云,2026-04-17,25.645,150.1768,
1008,以军袭击黎巴嫩南部,2026-04-24 20:01:50,,军工|地缘政治|国防安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1009,ST新华锦完成资金占用整改复牌,2026-04-24 20:00:10,ST新华锦(600735.SH)|新华锦集团,ST板块|风险警示|资金占用,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1010,三木集团被出具持续经营不确定性审计意见,2026-04-24 19:56:43,三木集团(000632.SZ)|华兴会计师事务所,ST板块|审计风险|退市风险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1011,科创板首单简易重组受理,2026-04-24 19:55:53,中微公司,科创板|并购重组|半导体设备,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1012,印度上调小麦收购目标,2026-04-24 19:52:41,,粮食安全|农产品价格|农业种植,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1013,八部门严禁变相营销金融产品,2026-04-24 19:52:36,东方财富|同花顺|蚂蚁集团,金融科技|互联网金融|投资者教育,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1014,财通证券一季度净利润增113%,2026-04-24 19:51:15,财通证券(601108.SH),券商|业绩预增|金融,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1015,上交所修订交易规则,2026-04-24 19:51:13,,交易规则改革|流动性改善|ETF,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1016,平安银行Q1净利润同比增3%,2026-04-24 19:50:32,平安银行(000001.SZ),银行|财富管理|债券投资,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1017,欧盟延长中东空域飞行警告,2026-04-24 19:50:29,,航空运输|保险|旅游,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1018,创业板第四套上市标准启用,2026-04-24 19:47:57,,创业板改革|创新企业上市|注册制,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1019,财通证券年报净利润增12.5%,2026-04-24 19:47:42,财通证券(601108.SH),券商|业绩预增|高股息,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1020,深交所调整大宗交易时间,2026-04-24 19:46:45,,创业板改革|交易机制优化|大宗交易,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1021,北交所交易规则修订,2026-04-24 19:45:26,,北交所概念|券商概念|金融科技,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
1022,科沃斯2025年营收超190亿,2026-04-24 19:45:00,科沃斯,扫地机器人|智能家居|服务机器人,ok,company,科沃斯,603486,科沃斯,2026-04-17,0.6595,358.0583,
